,Image,Collection,Production,Date,Occasion,Leaflet Language,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Title Language,Season,Directors
127,Scan 2024-02-14 1218-8.jpeg,1946-1947,Harte Troef,1947-03-09,,ned,True,294338,Harte Troef,NL,Ernest van Nieuwenhove,1909,Harten Troef,zangspel,NL,1946-1947,August Baeyens
128,Scan 2024-02-14 1218-10.jpeg,1946-1947,Boheme,1947-03-13,,ned,False,123053,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1946-1947,August Baeyens
129,Scan 2024-02-14 1218-12.jpeg,1946-1947,De Regimentsdochter,1947-03-15,,ned,True,790319,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
130,Scan 2024-02-14 1218-12.jpeg,1946-1947,Harte Troef,1947-03-15,,ned,True,790319,Harte Troef,NL,Ernest van Nieuwenhove,1909,Harten Troef,zangspel,NL,1946-1947,August Baeyens
131,Scan 2024-02-14 1218-14.jpeg,1946-1947,Tsaar en Timmerman,1947-03-16,,ned,False,133584,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,NL,1946-1947,August Baeyens
132,Scan 2024-02-14 1218-16.jpeg,1946-1947,Traviata,1947-03-16,,ned,False,876939,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1946-1947,August Baeyens
133,Scan 2024-02-14 1218-18.jpeg,1946-1947,De Regimentsdochter,1947-03-16,,ned,True,522864,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
134,Scan 2024-02-14 1218-18.jpeg,1946-1947,Harte Troef,1947-03-16,,ned,True,522864,Harte Troef,NL,Ernest van Nieuwenhove,1909,Harten Troef,zangspel,NL,1946-1947,August Baeyens
135,Scan 2024-02-14 1218-20.jpeg,1946-1947,Madame Butterfly,1947-03-20,,ned,False,535614,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1946-1947,August Baeyens
136,Scan 2024-02-14 1218-22.jpeg,1946-1947,Schilder Mathis,1947-03-22,,ned,False,128295,Schilder Mathis,DUI,Paul Hindemith,1938,Mathis Der Maler,opera,NL,1946-1947,August Baeyens
137,Scan 2024-02-14 1218-24.jpeg,1946-1947,De Regimentsdochter,1947-03-23,,ned,True,194604,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
138,Scan 2024-02-14 1218-24.jpeg,1946-1947,Harte Troef,1947-03-23,,ned,True,194604,Harte Troef,NL,Ernest van Nieuwenhove,1909,Harten Troef,zangspel,NL,1946-1947,August Baeyens
139,Scan 2024-02-14 1218-26.jpeg,1946-1947,Zwarte Viooltjes,1947-03-23,,ned,False,148458,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1946-1947,August Baeyens
140,Scan 2024-02-14 1218-28.jpeg,1946-1947,Het Land van den Glimlach,1947-03-25,,ned,False,768831,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1946-1947,August Baeyens
141,Scan 2024-02-14 1218-30.jpeg,1946-1947,Schilder Mathis,1947-03-27,,ned,False,241409,Schilder Mathis,DUI,Paul Hindemith,1938,Mathis Der Maler,opera,NL,1946-1947,August Baeyens
142,Scan 2024-02-14 1218-32.jpeg,1946-1947,De Vogelhandelaar,1947-03-29,,ned,False,203838,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1946-1947,August Baeyens
143,Scan 2024-02-14 1218-34.jpeg,1946-1947,Boheme,1947-03-30,,ned,False,346140,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1946-1947,August Baeyens
144,Scan 2024-02-14 1218-36.jpeg,1946-1947,Schilder Mathis,1947-03-30,,ned,False,336716,Schilder Mathis,DUI,Paul Hindemith,1938,Mathis Der Maler,opera,NL,1946-1947,August Baeyens
145,Scan 2024-02-14 1218-38.jpeg,1946-1947,Faust,1947-04-01,,ned,False,951950,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1946-1947,August Baeyens
146,Scan 2024-02-14 1218-40.jpeg,1946-1947,Parsifal,1947-04-04,,ned,False,175436,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1946-1947,August Baeyens
147,Scan 2024-02-14 1218-42.jpeg,1946-1947,Traviata,1947-04-05,,ned,False,452707,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1946-1947,August Baeyens
148,Scan 2024-02-14 1218-44.jpeg,1946-1947,Faust,1947-04-06,,ned,False,222188,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1946-1947,August Baeyens
149,Scan 2024-02-14 1218-46.jpeg,1946-1947,Tsaar en Timmerman,1947-04-06,,ned,False,296824,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,NL,1946-1947,August Baeyens
150,Scan 2024-02-14 1218-48.jpeg,1946-1947,Parsifal,1947-04-07,,ned,False,268580,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1946-1947,August Baeyens
151,Scan 2024-02-14 1218-50.jpeg,1946-1947,De Vogelhandelaar,1947-04-08,,ned,False,946959,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1946-1947,August Baeyens
152,Scan 2024-02-14 1218-52.jpeg,1946-1947,De Regimentsdochter,1947-04-10,,ned,True,940228,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
153,Scan 2024-02-14 1218-52.jpeg,1946-1947,Harte Troef,1947-04-10,,ned,True,940228,Harte Troef,NL,Ernest van Nieuwenhove,1909,Harten Troef,zangspel,NL,1946-1947,August Baeyens
154,Scan 2024-02-14 1218-54.jpeg,1946-1947,Tosca,1947-04-12,,ned,True,166519,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1946-1947,August Baeyens
155,Scan 2024-02-14 1218-54.jpeg,1946-1947,Ballet Suite,1947-04-12,,ned,True,166519,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
156,Scan 2024-02-14 1218-56.jpeg,1946-1947,Schilder Mathis,1947-04-13,,ned,False,955491,Schilder Mathis,DUI,Paul Hindemith,1938,Mathis Der Maler,opera,NL,1946-1947,August Baeyens
157,Scan 2024-02-14 1218-58.jpeg,1946-1947,Het Land van den Glimlach,1947-04-13,,ned,False,349304,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1946-1947,August Baeyens
158,Scan 2024-02-14 1218-60.jpeg,1946-1947,Madame Butterfly,1947-04-15,,ned,False,502150,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1946-1947,August Baeyens
159,Scan 2024-02-14 1218-62.jpeg,1946-1947,Tosca,1947-04-17,,ned,True,790512,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1946-1947,August Baeyens
160,Scan 2024-02-14 1218-62.jpeg,1946-1947,Ballet Suite,1947-04-17,,ned,True,790512,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
161,Scan 2024-02-14 1218-64.jpeg,1946-1947,Louise,1947-04-19,,ned,False,586689,Louise,FR,Gustave Charpentier,1900,Louise,romantische opera,Unk,1946-1947,August Baeyens
162,Scan 2024-02-14 1218-66.jpeg,1946-1947,Zwarte Viooltjes,1947-04-20,,ned,False,995925,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1946-1947,August Baeyens
163,Scan 2024-02-14 1218-68.jpeg,1946-1947,Salome,1947-04-20,,ned,True,377918,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1946-1947,August Baeyens
164,Scan 2024-02-14 1218-68.jpeg,1946-1947,Ballet Suite,1947-04-20,,ned,True,377918,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
165,Scan 2024-02-14 1218-70.jpeg,1946-1947,Schilder Mathis,1947-04-22,,ned,False,413000,Schilder Mathis,DUI,Paul Hindemith,1938,Mathis Der Maler,opera,NL,1946-1947,August Baeyens
166,Scan 2024-02-14 1218-72.jpeg,1946-1947,Salome,1947-04-24,,ned,True,893416,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1946-1947,August Baeyens
167,Scan 2024-02-14 1218-72.jpeg,1946-1947,Ballet Suite,1947-04-24,,ned,True,893416,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
168,Scan 2024-02-14 1218-74.jpeg,1946-1947,De Tooverfluit,1947-04-26,,ned,False,392901,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1946-1947,August Baeyens
169,Scan 2024-02-14 1218-76.jpeg,1946-1947,Tosca,1947-04-27,,ned,True,271022,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1946-1947,August Baeyens
170,Scan 2024-02-14 1218-76.jpeg,1946-1947,Ballet Suite,1947-04-27,,ned,True,271022,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
171,Scan 2024-02-14 1218-78.jpeg,1946-1947,Louise,1947-04-27,,ned,False,922826,Louise,FR,Gustave Charpentier,1900,Louise,romantische opera,Unk,1946-1947,August Baeyens
172,Scan 2024-02-14 1218-80.jpeg,1946-1947,Boheme,1947-04-29,,ned,False,106533,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1946-1947,August Baeyens
173,Scan 2024-02-14 1218-82.jpeg,1946-1947,Louise,1947-05-01,,ned,False,285743,Louise,FR,Gustave Charpentier,1900,Louise,romantische opera,Unk,1946-1947,August Baeyens
174,Scan 2024-02-14 1218-84.jpeg,1946-1947,Tannhauser,1947-05-03,,ned,False,505228,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1946-1947,August Baeyens
175,Scan 2024-02-14 1218-86.jpeg,1946-1947,De Tooverfluit,1947-05-04,,ned,False,269737,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1946-1947,August Baeyens
176,Scan 2024-02-14 1218-88.jpeg,1946-1947,Tosca,1947-05-04,,ned,True,186674,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1946-1947,August Baeyens
177,Scan 2024-02-14 1218-88.jpeg,1946-1947,Ballet Suite,1947-05-04,,ned,True,186674,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
178,Scan 2024-02-14 1218-90.jpeg,1946-1947,De Regimentsdochter,1947-05-06,,ned,True,730255,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
179,Scan 2024-02-14 1218-90.jpeg,1946-1947,Ballet Suite,1947-05-06,,ned,True,730255,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
180,Scan 2024-02-14 1218-92.jpeg,1946-1947,Tannhauser,1947-05-08,,ned,False,120457,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1946-1947,August Baeyens
181,Scan 2024-02-14 1218-94.jpeg,1946-1947,De Barbier van Sevilla,1947-05-10,,ned,False,970323,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1946-1947,August Baeyens
182,Scan 2024-02-14 1218-96.jpeg,1946-1947,Louise,1947-05-11,,ned,False,830057,Louise,FR,Gustave Charpentier,1900,Louise,romantische opera,Unk,1946-1947,August Baeyens
183,Scan 2024-02-14 1218-98.jpeg,1946-1947,De Tooverfluit,1947-05-11,,ned,False,908414,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1946-1947,August Baeyens
184,Scan 2024-02-14 1218-100.jpeg,1946-1947,Het Land van den Glimlach,1947-05-13,,ned,False,736002,Het Land van den Glimlach,DUI,Franz Lehár,1923,Das Land des Lächelns,leichte oper,NL,1946-1947,August Baeyens
185,Scan 2024-02-14 1232-2.jpeg,1946-1947,De Vogelhandelaar,1947-05-15,,ned,False,444214,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1946-1947,August Baeyens
186,Scan 2024-02-14 1232-4.jpeg,1946-1947,Het Lied van Heer Halewijn,1947-05-17,,ned,True,772683,Het Lied van Heer Halewijn,FR,Albert Dupuis,1903,La chanson d’Halewyn,lyrisch drama,NL,1946-1947,August Baeyens
187,Scan 2024-02-14 1232-4.jpeg,1946-1947,Eertijds,1947-05-17,,ned,True,772683,Eertijds,NL,Albert Dupuis,?,Eertijds,ballet,NL,1946-1947,August Baeyens
188,Scan 2024-02-14 1232-6.jpeg,1946-1947,Tannhauser,1947-05-18,,ned,False,885395,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1946-1947,August Baeyens
189,Scan 2024-02-14 1232-8.jpeg,1946-1947,Boheme,1947-05-18,,ned,False,355580,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1946-1947,August Baeyens
190,Scan 2024-02-14 1232-10.jpeg,1946-1947,Zwarte Viooltjes,1947-05-20,,ned,False,355402,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1946-1947,August Baeyens
191,Scan 2024-02-14 1232-12.jpeg,1946-1947,Het Lied van Heer Halewijn,1947-05-22,,ned,True,490891,Het Lied van Heer Halewijn,FR,Albert Dupuis,1903,La chanson d’Halewyn,lyrisch drama,NL,1946-1947,August Baeyens
192,Scan 2024-02-14 1232-12.jpeg,1946-1947,Eertijds,1947-05-22,,ned,True,490891,Eertijds,NL,Albert Dupuis,?,Eertijds,ballet,NL,1946-1947,August Baeyens
193,Scan 2024-02-14 1232-14.jpeg,1946-1947,De Parelvisschers,1947-05-24,,ned,False,844743,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1946-1947,August Baeyens
194,Scan 2024-02-14 1232-16.jpeg,1946-1947,De Vogelhandelaar,1947-05-25,,ned,False,262950,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1946-1947,August Baeyens
195,Scan 2024-02-14 1232-19.jpeg,1946-1947,De Regimentsdochter,1947-05-26,,ned,True,635831,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
196,Scan 2024-02-14 1232-19.jpeg,1946-1947,Ballet Suite,1947-05-26,,ned,True,635831,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
197,Scan 2024-02-14 1232-21.jpeg,1946-1947,Fanny Elssler,1947-05-27,,ned,False,596966,Fanny Elssler,DUI,Johan Strauss II,1934,Die Tänzerin Fanny Elßler,operette,Unk,1946-1947,August Baeyens
198,Scan 2024-02-14 1232-23.jpeg,1946-1947,De Parelvisschers,1947-05-29,,ned,False,341424,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1946-1947,August Baeyens
199,Scan 2024-02-14 1232-25.jpeg,1946-1947,Fanny Elssler,1947-05-31,,ned,False,606628,Fanny Elssler,DUI,Johan Strauss II,1934,Die Tänzerin Fanny Elßler,operette,Unk,1946-1947,August Baeyens
200,Scan 2024-02-14 1232-27.jpeg,1946-1947,Het Lied van Heer Halewijn,1947-06-01,,ned,True,313768,Het Lied van Heer Halewijn,FR,Albert Dupuis,1903,La chanson d’Halewyn,lyrisch drama,NL,1946-1947,August Baeyens
201,Scan 2024-02-14 1232-27.jpeg,1946-1947,Eertijds,1947-06-01,,ned,True,313768,Eertijds,NL,Albert Dupuis,?,Eertijds,ballet,NL,1946-1947,August Baeyens
202,Scan 2024-02-14 1232-29.jpeg,1946-1947,De Parelvisschers,1947-06-01,,ned,False,270642,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1946-1947,August Baeyens
203,Scan 2024-02-14 1232-31.jpeg,1946-1947,Tosca,1947-06-03,,ned,True,986325,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1946-1947,August Baeyens
204,Scan 2024-02-14 1232-31.jpeg,1946-1947,Ballet Suite,1947-06-03,,ned,True,986325,Ballet-suite,N/A,Wolfgang Amadeus Mozart,1776,Haffner Serenade,serenade,NL,1946-1947,August Baeyens
205,Scan 2024-02-14 1232-33.jpeg,1946-1947,De Tooverfluit,1947-06-05,,ned,False,461078,Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,NL,1946-1947,August Baeyens
206,Scan 2024-02-14 1232-35.jpeg,1946-1947,Cavalleria Rusticana,1947-06-07,,ned,True,226538,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1946-1947,August Baeyens
207,Scan 2024-02-14 1232-35.jpeg,1946-1947,Paljas,1947-06-07,,ned,True,226538,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1946-1947,August Baeyens
208,Scan 2024-02-14 1232-37.jpeg,1946-1947,Boheme,1947-06-08,,ned,False,603645,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1946-1947,August Baeyens
209,Scan 2024-02-14 1232-39.jpeg,1946-1947,Fanny Elssler,1947-06-08,,ned,False,441686,Fanny Elssler,DUI,Johan Strauss II,1934,Die Tänzerin Fanny Elßler,operette,Unk,1946-1947,August Baeyens
210,Scan 2024-02-14 1232-41.jpeg,1946-1947,Tannhauser,1947-06-10,,ned,False,161370,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1946-1947,August Baeyens
211,Scan 2024-02-14 1232-43.jpeg,1946-1947,Zwarte Viooltjes,1947-06-12,,ned,False,680207,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1946-1947,August Baeyens
212,Scan 2024-02-14 1232-45.jpeg,1946-1947,Tsaar en Timmerman,1947-06-14,,ned,False,750539,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,NL,1946-1947,August Baeyens
213,Scan 2024-02-14 1232-47.jpeg,1946-1947,Cavalleria Rusticana,1947-06-15,,ned,True,799791,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1946-1947,August Baeyens
214,Scan 2024-02-14 1232-47.jpeg,1946-1947,Paljas,1947-06-15,,ned,True,799791,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1946-1947,August Baeyens
215,Scan 2024-02-14 1232-49.jpeg,1946-1947,Het Lied van Heer Halewijn,1947-06-15,,ned,True,100953,Het Lied van Heer Halewijn,FR,Albert Dupuis,1903,La chanson d’Halewyn,lyrisch drama,NL,1946-1947,August Baeyens
216,Scan 2024-02-14 1232-49.jpeg,1946-1947,Eertijds,1947-06-15,,ned,True,100953,Eertijds,NL,Albert Dupuis,?,Eertijds,ballet,NL,1946-1947,August Baeyens
217,Scan 2024-02-14 1232-51.jpeg,1946-1947,Zwarte Viooltjes,1947-06-17,,ned,False,820678,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1946-1947,August Baeyens
218,Scan 2024-02-14 1232-53.jpeg,1946-1947,Cavalleria Rusticana,1947-06-19,,ned,True,179405,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1946-1947,August Baeyens
219,Scan 2024-02-14 1232-53.jpeg,1946-1947,Paljas,1947-06-19,,ned,True,179405,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1946-1947,August Baeyens
220,Scan 2024-02-14 1232-55.jpeg,1946-1947,De Verkochte Bruid,1947-06-21,,ned,False,909835,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,NL,1946-1947,August Baeyens
221,Scan 2024-02-14 1232-57.jpeg,1946-1947,Madame Butterfly,1947-06-22,,ned,False,728598,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1946-1947,August Baeyens
222,Scan 2024-02-14 1232-59.jpeg,1946-1947,Cavalleria Rusticana,1947-06-22,,ned,True,910130,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1946-1947,August Baeyens
223,Scan 2024-02-14 1232-59.jpeg,1946-1947,Paljas,1947-06-22,,ned,True,910130,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1946-1947,August Baeyens
224,Scan 2024-02-14 1232-61.jpeg,1946-1947,De Verkochte Bruid,1947-06-24,,ned,False,239186,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,NL,1946-1947,August Baeyens
225,Scan 2024-02-14 1232-63.jpeg,1946-1947,Tsaar en Timmerman,1947-06-26,,ned,False,175148,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,NL,1946-1947,August Baeyens
226,Scan 2024-02-14 1232-65.jpeg,1946-1947,De Zigeunerbaron,1947-06-28,,ned,False,151692,De Zigeunerbaron,DUI,Johann Strauss,1885,Der Zigeunerbaron,operetta,NL,1946-1947,August Baeyens
227,Scan 2024-02-14 1232-67.jpeg,1946-1947,De Verkochte Bruid,1947-06-29,,ned,False,751733,De Verkochte Bruid,TSJ,Bedřich	Smetana,1866,The Bartered Bride,czech national opera,NL,1946-1947,August Baeyens
228,Scan 2024-02-14 1232-69.jpeg,1946-1947,Tsaar en Timmerman,1947-06-29,,ned,False,421020,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,NL,1946-1947,August Baeyens
229,Scan 2024-02-14 1232-71.jpeg,1946-1947,Cavalleria Rusticana,1947-07-01,,ned,True,226224,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1946-1947,August Baeyens
230,Scan 2024-02-14 1232-71.jpeg,1946-1947,Paljas,1947-07-01,,ned,True,226224,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1946-1947,August Baeyens
231,Scan 2024-02-14 1232-73.jpeg,1946-1947,De Zigeunerbaron,1947-07-03,,ned,False,609099,De Zigeunerbaron,DUI,Johann Strauss,1885,Der Zigeunerbaron,operetta,NL,1946-1947,August Baeyens
232,Scan 2024-02-14 1232-75.jpeg,1946-1947,Boheme,1947-07-05,,ned,False,516022,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1946-1947,August Baeyens
233,Scan 2024-02-14 1232-77.jpeg,1946-1947,Fanny Elssler,1947-07-06,,ned,False,353351,Fanny Elssler,DUI,Johan Strauss II,1934,Die Tänzerin Fanny Elßler,operette,Unk,1946-1947,August Baeyens
234,Scan 2024-02-14 1232-79.jpeg,1946-1947,Manon,1947-07-06,,ned,False,111445,Manon,FR,Jules Massenet,1884,Manon,komische oper,NL,1946-1947,August Baeyens
235,Scan 2024-02-14 1232-81.jpeg,1946-1947,De Zigeunerbaron,1947-07-08,,ned,False,947573,De Zigeunerbaron,DUI,Johann Strauss,1885,Der Zigeunerbaron,operetta,NL,1946-1947,August Baeyens
236,Scan 2024-02-14 1232-83.jpeg,1946-1947,Fanny Elssler,1947-07-10,,ned,False,901585,Fanny Elssler,DUI,Johan Strauss II,1934,Die Tänzerin Fanny Elßler,operette,Unk,1946-1947,August Baeyens
237,Scan 2024-02-14 1232-85.jpeg,1946-1947,Manon,1947-07-12,,ned,False,479961,Manon,FR,Jules Massenet,1884,Manon,komische oper,NL,1946-1947,August Baeyens
238,Scan 2024-02-14 1232-87.jpeg,1946-1947,De Zigeunerbaron,1947-07-13,,ned,False,676354,De Zigeunerbaron,DUI,Johann Strauss,1885,Der Zigeunerbaron,operetta,NL,1946-1947,August Baeyens
239,Scan 2024-02-14 1232-89.jpeg,1946-1947,Faust,1947-07-13,,ned,False,478135,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1946-1947,August Baeyens
240,Scan 2024-02-14 1232-91.jpeg,1946-1947,Manon,1947-07-15,,ned,False,712640,Manon,FR,Jules Massenet,1884,Manon,komische oper,NL,1946-1947,August Baeyens
241,Scan 2024-02-14 1232-93.jpeg,1946-1947,De Vogelhandelaar,1947-07-17,,ned,False,530798,De Vogelhandelaar,DUI,Carl Zeller,1891,Der Vogelhändler,operette,NL,1946-1947,August Baeyens
242,Scan 2024-02-14 1232-95.jpeg,1946-1947,De Regimentsdochter,1947-07-19,,ned,True,736194,De Regimentsdochter,FR,Gaetano Donizetti,1840,La Fille du Régiment,komische oper,NL,1946-1947,August Baeyens
243,Scan 2024-02-14 1232-95.jpeg,1946-1947,Eertijds,1947-07-19,,ned,True,736194,Eertijds,NL,Albert Dupuis,?,Eertijds,ballet,NL,1946-1947,August Baeyens
244,Scan 2024-02-14 1232-97.jpeg,1946-1947,Cavalleria Rusticana,1947-07-20,,ned,True,466558,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1946-1947,August Baeyens
245,Scan 2024-02-14 1232-97.jpeg,1946-1947,Paljas,1947-07-20,,ned,True,466558,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1946-1947,August Baeyens
246,Scan 2024-02-14 1232-99.jpeg,1946-1947,De Zigeunerbaron,1947-07-20,,ned,False,635320,De Zigeunerbaron,DUI,Johann Strauss,1885,Der Zigeunerbaron,operetta,NL,1946-1947,August Baeyens
